identifier,section,parameter,value
K.k_alkis_ortsteile@senstadt,ALKIS Berlin Ortsteil,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_alkis_ortsteile@senstadt,ALKIS Berlin Ortsteil,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_alkis_ortsteile@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_wfs_alkis_ortsteile
K.k_alkis_ortsteile@senstadt,Technische Angaben,Standard,WFS
K.k_alkis_ortsteile@senstadt,Technische Angaben,Version,1.0.0
K.k_alkis_ortsteile@senstadt,Technische Angaben,Version,1.1.0
K.k_alkis_ortsteile@senstadt,Technische Angaben,Version,2.0.0
K.k_alkis_ortsteile@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_alkis_ortsteile@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.k_alkis_ortsteile@senstadt,Technische Angaben,Operationen,GetFeature
K.k_alkis_ortsteile@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.k_alkis_ortsteile@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.k_alkis_ortsteile@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.blatt@senstadt,Blattschnitte der Digitalen Topographischen Karten,Kurzbeschreibung,"Amtliche Blattschnitte für die Kartenwerke 1:25 000, 1:50 000, 1:100 000."
K.blatt@senstadt,Blattschnitte der Digitalen Topographischen Karten,Koordinatensysteme,EPSG:25833
K.blatt@senstadt,Blattschnitte der Digitalen Topographischen Karten,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.blatt@senstadt,Blattschnitte der Digitalen Topographischen Karten,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.blatt@senstadt,Blattschnitte der Digitalen Topographischen Karten,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.blatt@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_blatt_dtk
K.blatt@senstadt,Technische Angaben,Standard,WFS
K.blatt@senstadt,Technische Angaben,Version,1.0.0
K.blatt@senstadt,Technische Angaben,Version,1.1.0
K.blatt@senstadt,Technische Angaben,Version,2.0.0
K.blatt@senstadt,Technische Angaben,Operationen,GetCapabilities
K.blatt@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.blatt@senstadt,Technische Angaben,Operationen,GetFeature
K.blatt@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.blatt@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.blatt@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.k_rbs_bls@senstadt,Blockseiten des Regionalen Bezugssytems (RBS),Kurzbeschreibung,"Der Datenbestand enthält die Blockseiten aus dem Regionalen Bezugssystem (RBS) des Amtes für Statistik Berlin-Brandenburg. Eine Blockseite ist eine der Kanten, die einen statistischen Block des RBS begrenzen."
K.k_rbs_bls@senstadt,Blockseiten des Regionalen Bezugssytems (RBS),Koordinatensysteme,EPSG:25833
K.k_rbs_bls@senstadt,Blockseiten des Regionalen Bezugssytems (RBS),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_rbs_bls@senstadt,Blockseiten des Regionalen Bezugssytems (RBS),Nutzungsbedingungen,Der Datenbestand wird unter der Lizenz CC-BY-3.0-Namensnennung veröffentlicht (vgl. https://creativecommons.org/licenses/by/3.0/de/). Als Urheber ist dabei zu nennen: Amt für Statistik Berlin-Brandenburg 2022
K.k_rbs_bls@senstadt,Blockseiten des Regionalen Bezugssytems (RBS),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_rbs_bls@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_rbs_bls
K.k_rbs_bls@senstadt,Technische Angaben,Standard,WFS
K.k_rbs_bls@senstadt,Technische Angaben,Version,1.0.0
K.k_rbs_bls@senstadt,Technische Angaben,Version,1.1.0
K.k_rbs_bls@senstadt,Technische Angaben,Version,2.0.0
K.k_rbs_bls@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_rbs_bls@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.k_rbs_bls@senstadt,Technische Angaben,Operationen,GetFeature
K.k_rbs_bls@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.k_rbs_bls@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.k_rbs_bls@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.k_esb_2022@senstadt,Einschulbereiche - Schuljahr 2022/2023,Kurzbeschreibung,Der Datensatz beinhaltete die Einschulbereiche für das Schuljahr 2022/2023. Die Einschulbereiche werden durch die zwölf Bezirksschulämter festgelegt und im Amt für Statistik Berlin-Brandenburg zusammengeführt.
K.k_esb_2022@senstadt,Einschulbereiche - Schuljahr 2022/2023,Koordinatensysteme,EPSG:25833
K.k_esb_2022@senstadt,Einschulbereiche - Schuljahr 2022/2023,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_esb_2022@senstadt,Einschulbereiche - Schuljahr 2022/2023,Nutzungsbedingungen,Der Datenbestand wird unter der Lizenz CC-BY-3.0-Namensnennung veröffentlicht (vgl. https://creativecommons.org/licenses/by/3.0/de/). Als Urheber ist dabei zu nennen: Amt für Statistik Berlin-Brandenburg 2022
K.k_esb_2022@senstadt,Einschulbereiche - Schuljahr 2022/2023,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_esb_2022@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_esb_2022
K.k_esb_2022@senstadt,Technische Angaben,Standard,WFS
K.k_esb_2022@senstadt,Technische Angaben,Version,1.0.0
K.k_esb_2022@senstadt,Technische Angaben,Version,1.1.0
K.k_esb_2022@senstadt,Technische Angaben,Version,2.0.0
K.k_esb_2022@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_esb_2022@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.k_esb_2022@senstadt,Technische Angaben,Operationen,GetFeature
K.k_esb_2022@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.k_esb_2022@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.k_esb_2022@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.k_esb_2023@senstadt,Einschulbereiche - Schuljahr 2023/2024 (Planung),Kurzbeschreibung,Der Datensatz beinhaltete die Einschulbereiche für das Schuljahr 2023/2024. Es handelt sich hierbei um einen Planungsstand für das kommende Schuljahr und es kann noch zu Änderungen kommen. Die Einschulbereichsplanung für kommende Schuljahre wird durch die zwölf Bezirksschulämter vorgenommen und im Amt für Statistik Berlin-Brandenburg zusammengeführt.
K.k_esb_2023@senstadt,Einschulbereiche - Schuljahr 2023/2024 (Planung),Koordinatensysteme,EPSG:25833
K.k_esb_2023@senstadt,Einschulbereiche - Schuljahr 2023/2024 (Planung),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_esb_2023@senstadt,Einschulbereiche - Schuljahr 2023/2024 (Planung),Nutzungsbedingungen,Der Datenbestand wird unter der Lizenz CC-BY-3.0-Namensnennung veröffentlicht (vgl. https://creativecommons.org/licenses/by/3.0/de/). Als Urheber ist dabei zu nennen: Amt für Statistik Berlin-Brandenburg 2022
K.k_esb_2023@senstadt,Einschulbereiche - Schuljahr 2023/2024 (Planung),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_esb_2023@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_esb_2023
K.k_esb_2023@senstadt,Technische Angaben,Standard,WFS
K.k_esb_2023@senstadt,Technische Angaben,Version,1.0.0
K.k_esb_2023@senstadt,Technische Angaben,Version,1.1.0
K.k_esb_2023@senstadt,Technische Angaben,Version,2.0.0
K.k_esb_2023@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_esb_2023@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.k_esb_2023@senstadt,Technische Angaben,Operationen,GetFeature
K.k_esb_2023@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.k_esb_2023@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.k_esb_2023@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.k_isu5@senstadt,Informationssystem Stadt und Umwelt (ISU5) - Raumbezug,Kurzbeschreibung,"Sachdaten der räumlichen Bezugsgeometrie des Informationssystems Stadt und Umwelt (ISU) im Maßstab 1 : 5.000. Die ISU5-Flächen stehen in einem engen Bezug zur Karte der ""Statistischen Blöcke des RBS"", unterscheiden sich von dieser jedoch in der Blockabgrenzung zum Straßenland, in der Bildung von Raumeinheiten unterhalb der Blockebene, den sogenannten Blockteilflächen, sowie von Straßenflächen. Diese Flächen bilden alle fünf Jahre den Raumbezug des Umweltatlas Berlin, aktueller Stand 31.12.2020."
K.k_isu5@senstadt,Informationssystem Stadt und Umwelt (ISU5) - Raumbezug,Koordinatensysteme,EPSG:25833
K.k_isu5@senstadt,Informationssystem Stadt und Umwelt (ISU5) - Raumbezug,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_isu5@senstadt,Informationssystem Stadt und Umwelt (ISU5) - Raumbezug,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Umweltatlas Berlin / [Titel des Datensatzes]""."
K.k_isu5@senstadt,Informationssystem Stadt und Umwelt (ISU5) - Raumbezug,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_isu5@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_isu5
K.k_isu5@senstadt,Technische Angaben,Standard,WFS
K.k_isu5@senstadt,Technische Angaben,Version,1.0.0
K.k_isu5@senstadt,Technische Angaben,Version,1.1.0
K.k_isu5@senstadt,Technische Angaben,Version,2.0.0
K.k_isu5@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_isu5@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.k_isu5@senstadt,Technische Angaben,Operationen,GetFeature
K.k_isu5@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.k_isu5@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.k_isu5@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.lor_bez@senstadt,Lebensweltlich orientierte Räume (LOR)- Bezirksregionen,Kurzbeschreibung,"Informationen zu den 138 Bezirksregionen als Ebene der lebensweltlich orientierten Räume (LOR), auf die sich die Verwaltungsorganisationen der Bezirksämter ausrichten. Durchschnittlich umfaßt eine Bezirksregion 25.000 Einwohner."
K.lor_bez@senstadt,Lebensweltlich orientierte Räume (LOR)- Bezirksregionen,Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.lor_bez@senstadt,Lebensweltlich orientierte Räume (LOR)- Bezirksregionen,Ausdehnung,"EPSG:25833: 361642,89, 5796402,66, 419642,11, 5839046,13"
K.lor_bez@senstadt,Lebensweltlich orientierte Räume (LOR)- Bezirksregionen,Ausdehnung,"EPSG:4258: 12,97, 52,3, 13,81, 52,7"
K.lor_bez@senstadt,Lebensweltlich orientierte Räume (LOR)- Bezirksregionen,Nutzungsbedingungen,Der Datenbestand wird unter der Lizenz CC-BY-3.0-Namensnennung veröffentlicht (vgl. https://creativecommons.org/licenses/by/3.0/de/). Als Urheber ist dabei zu nennen: Amt für Statistik Berlin-Brandenburg
K.lor_bez@senstadt,Lebensweltlich orientierte Räume (LOR)- Bezirksregionen,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.lor_bez@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s_lor_bez
K.lor_bez@senstadt,Technische Angaben,Standard,WFS
K.lor_bez@senstadt,Technische Angaben,Version,1.0.0
K.lor_bez@senstadt,Technische Angaben,Version,1.1.0
K.lor_bez@senstadt,Technische Angaben,Version,2.0.0
K.lor_bez@senstadt,Technische Angaben,Operationen,GetCapabilities
K.lor_bez@senstadt,Technische Angaben,Operationen,DescribeFeatureType
K.lor_bez@senstadt,Technische Angaben,Operationen,GetFeature
K.lor_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/2.1.2
K.lor_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.1.1
K.lor_bez@senstadt,Technische Angaben,Ausgabeformate,text/xml; subtype=gml/3.2.1
K.lor_plan@senstadt,Lebensweltlich orientierte Räume (LOR)- Planungsräume,Kurzbeschreibung,"Angaben zu den 448 Planungsräume, die die unterste Beobachtungs- und Planungsebene der lebensweltlich orientierten Raumhierarchie (LOR) im RBS abbilden. Durchschnittlich umfaßt ein Planungsraum 7.500 Einwohner"
